OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module
"6,675",2018-009280PRJ,07/03/2018 12:00:00 AM +0000,Under Review,,3550 22ND ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3550 22ND ST,CHANGE OF USE FROM COMMERCIAL TO RESIDENTIAL ON THE GROUND FLOOR. PER ORD# 43-14.,DWEISSGL,Planning
"39,329",2016-004292PRJ,04/01/2016 12:00:00 AM +0000,Open,,2656 FILBERT ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2656 Filbert Street,Proposed interior renovation including reconfiguration of (E) service stair. Exterior landscape regrading to add (N) sports court.,,Planning
"33,439",2016-011110PRJ,08/29/2016 12:00:00 AM +0000,Under Review,,"1 SOUTH PARK, #404 94107",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 SOUTH PARK,UNIT #404: NEW DECK FINISHES AND HOT TUB. N/A FOR MAHER ORDINANCE NO. 155-13,FMCMILLE,Planning
"7,682",2018-008048PRJ,06/06/2018 12:00:00 AM +0000,Under Review,,1662 26TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1662 26TH AVE,"LEGALIZE LOWER LEVEL UNIT. TO COMPLY WITH NOV #201791292, NOV #201795331 & NOV #201790771",DWEISSGL,Planning
"10,447",2018-004431PRJ,03/29/2018 12:00:00 AM +0000,Under Review,,502 14TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,502 14TH ST,CHANGE OF USE. CHANGE FROM MEDICAL CANNABIS DISPENSARY TO CANNABIS RETAIL. ( NO CONSTRUCTION ) REF 2007-02-27-4993.,GPANTOJA,Planning
"28,161",2017-000561PRJ,01/12/2017 12:00:00 AM +0000,Under Review,,57 ROSEMONT PL 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,57 - 59 ROSEMONT PL,ADD TWO NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF THE GARAGE AND BASEMENT SPACE PER ORDINANCE# 162-,NKWIATKO,Planning
"16,883",2017-013033PRJ,10/11/2017 12:00:00 AM +0000,Under Review,,2446 24TH ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2446 24TH ST,"Conditional Use Authorization to permit the removal of an illegal dwelling unit.
12/24/18 - NOV Complaint #201652981correction, remove existing non-permitted unit #4 space as part of Apt #3",LIAJELLO,Planning
"22,045",2017-007344PRJ,06/12/2017 12:00:00 AM +0000,Under Review,,350 RHODE ISLAND ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,350 RHODE ISLAND ST,"ADMINISTRATIVE PERMIT TO DOCUMENT & MEMORIALIZE CONDITIONS OF APPROVAL ESTABLISHING & CONFIRMING OFFICE DESIGNATION OF 250,000 GSF UNDER PLANNING COMMISSION MOTION NO# 14988. NO CONSTRUCTION UNDER THIS PERMIT. ** MAHER: N/A **",LIAJELLO,Planning
"61,706",2014.1384,09/10/2014 12:00:00 AM +0000,Under Review,,"0 THE EMBARCADERO, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,0 THE EMBARCADERO,"Ferry Building: Construct five retail kiosks within the north arcade and remove the existing steel storage structure. The kiosks will be simple pavilion-like, steel modular structures.",,Planning
"10,175",2018-004765PRJ,04/05/2018 12:00:00 AM +0000,Under Review,,2544 03RD ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2544 03RD ST,"CHANGE OF USE FROM MEDICAL CANNABIS DISPENSARY TO CANNABIS RETAIL. NO WORK WILL BE DONE, ALL IS EXISTING.REFERENCE TO PA# 201406239115",MCHRISTE,Planning
"2,844",2018-013718PRJ,10/10/2018 12:00:00 AM +0000,Under Review,,225 SADOWA ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,225 SADOWA ST,COMPLY COMPLAINT #201893701 (HIS) & 201888681 (BID). THIRD FLOOR ENCLOSURE TO ALLOW BATHROOM AND SUNROOM,BHICKS,Planning
"6,807",2018-013570PRJ,07/10/2018 12:00:00 AM +0000,Open,,61 JOHN F SHELLEY DR 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,RPD: 61 SHELLEY DRIVE (new crosswalk),"The project, wholly within John McLaren Park, would create a pedestrian crossing across Visitacion Avenue at a currently unregulated crossing point between Visitation Valley Middle School and the Fire Road Trail. Signage, a pedestrian refuge island, touch-activated flashing beacons, pavement markings, a streetlight, and a curb cut are part of the proposed work.",VBYRD,Planning
"6,040",2018-010042PIC,07/22/2018 12:00:00 AM +0000,Consultation,,2425 BUCHANAN ST 94115,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2425 Buchanan - ADU,convert garages to ADU (corner),MBOUDREA,Planning
"3,398",2018-013217PRL,09/26/2018 12:00:00 AM +0000,Under Review,,401 SANSOME ST 94111,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,401-405 Sansome St - Sprint WTS Facility,Sprint is requesting approval of  wireless facility modification,AWOODS,Planning
"16,103",2017-013986PRJ,10/30/2017 12:00:00 AM +0000,Under Review,,2123 BUSH ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2123 BUSH ST,REPLACEMENT OF (2) WINDOWS & A DOOR TO WINDOW CONVERSION. (2) ARE REAR FACING. (1) ON ROOF - STREET FACING BUT NOT VISIBLE,JVIMR,Planning
"7,807",2018-007959PRJ,06/04/2018 12:00:00 AM +0000,Under Review,,1011 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1011 MARKET ST,"Conditional Use Authorization to establish a Formula Retail Use (dba Supreme) with a total leased area of 9,798 sf, 4,500 sf will be dedicated to sales and will be open to the public. Scope includes (N) steel framed storefront glazing system with a pair of double doors, 75% transparent security grille, metal signage, and stucco to match the (E) adjacent finishes.",MCHANDLE,Planning
"64,165",2014.0767,05/19/2014 12:00:00 AM +0000,Under Review,,"44 GLOVER ST, SAN FRANCISCO, CA 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,44 GLOVER ST,Raise building ~3 feet to add garage and new foundation; add outdoor steps; add third story.,,Planning
"48,881",2015-010686PRJ,08/19/2015 12:00:00 AM +0000,Under Review,,"1 ARDATH CT, #LEASE OFF 94124",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 ARDATH CT,BUILD ACCESSORY USE PLAYGROUND.,EJARDINE,Planning
"1,227",2018-015764PRJ,11/19/2018 12:00:00 AM +0000,Under Review,,2609 SAN BRUNO AVE 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2609 SAN BRUNO AVE,The project includes a change in use of a ground floor commercial space from retail to limited restaurant (dba. KOI  Vietnamese Sandwich Shop).,RSUCRE,Planning
"63,229",2014.0986,06/30/2014 12:00:00 AM +0000,Under Review,,"230 SANCHEZ ST, SAN FRANCISCO, CA 94114",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,230 SANCHEZ ST,A proposed relocation of an unmanned telecommunication facility consisting of a total of thireetn (13) antennans on an existing mixed use building.  Equipment will be located within an existing ground floor storage room.,,Planning
"7,847",2018-007883PRJ,06/01/2018 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,BALBOA RESERVOIR DEVELOPMENT,"Redevelopment of the SFPUC-owned 17-acre lower (western) basin of Balboa Reservoir as a mixed-income multifamily residential development containing 1,300 dwelling units, approximately 174,240 square feet of public and private open space, a 10,000 sf childcare facility, 7,500 sf of retail, and 1,050 vehicle parking spaces. Supportive infrastructure would include new streets and utilities, a vehicle and pedestrian connection from Ocean Avenue via Lee Avenue, a vehicle and pedestrian connection from Phelan Avenue via an easement across the northern edge of the City College-owned upper (eastern) basin, and bicycle connections through the site. The evaluation will also include project variants.",VBYRD,Planning
"17,487",2017-012380PRJ,09/26/2017 12:00:00 AM +0000,Under Review,,960 JAMESTOWN AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,960 JAMESTOWN AVE,"New construction of three-story, 3,268 sq. ft. single-family dwelling on vacant lot.",XLIANG,Planning
"7,278",2018-008581PRJ,06/18/2018 12:00:00 AM +0000,Accepted,,122 10TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,122 10TH ST,NO PHYSICAL WORK PROPOSED AS PART OF PERMIT. CHANGE OF USE FROM MEDICAL CANNABIS DISPENSARY TO CANNABIS RETAIL PER PLANNING CODE SECTION 190. ALL WORK WAS COMPLETED UNDER PERMIT APP #2015-0723-2261.,MLUELLEN,Planning
"12,886",2018-001559PRJ,01/29/2018 12:00:00 AM +0000,Under Review,,16 JENNIFER PL 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,16 JENNIFER PL,expand fourth floor for new bathroom and walk way; new stair to roof with stair penthouse; safe barrier at roof,MCHRISTE,Planning
"6,679",2018-009275ZAD,07/03/2018 12:00:00 AM +0000,Under Review,,149 A FAIR OAKS ST 94110,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,149A Fair Oaks - ZAD Request,Request for Letter of Determination,CGROB,Planning
"6,592",2018-009320PRL,07/05/2018 12:00:00 AM +0000,Under Review,,539 BRYANT ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,539 Bryant - AT&T Mobility WTS Facility,AT&T is requesting approval of this proposed modification as an Eligible Facilities Request (EFR) under 6409,AWOODS,Planning
"2,384",2018-014375PRL,10/22/2018 12:00:00 AM +0000,Under Review,,924 STANYAN ST 94117,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,924-926 Stanyan St,Repair less than 50% exterior stairs and landing. No change to existing railing.,CCAMPBEL,Planning
"66,996",2014.0008,12/31/2013 12:00:00 AM +0000,Under Review,,"33 NORFOLK ST, SAN FRANCISCO, CA 94103",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,33 NORFOLK ST,"The project sponsor proposes to merge Lots 053A and 093 and to replace the existing industrial building and parking lot with a 5-story, 55-foot tall, residential building with a total of 11 residential units. The project is proposing to provide 4 off-street parking spaces and 12 bicycle parking spaces.",CTOWNES,Planning
"3,535",2018-012992PRJ,09/21/2018 12:00:00 AM +0000,Under Review,,551 DUBOCE AVE 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,551 DUBOCE AVE,CONVERT EXISTING STORAGE TO GARAGE FOR FIVE VEHICLES AT GROUND LEVEL (FIRST FLOOR),BHICKS,Planning
"25,766",2017-003180PRJ,03/15/2017 12:00:00 AM +0000,Open,,3201 20TH AVE 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3160 20th Avenue,Tenant improvement both interior and exterior renovation of Pet Food & Supply store.,DGANETSO,Planning
"7,642",2018-008113PRJ,06/07/2018 12:00:00 AM +0000,Under Review,,3139 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3139 MISSION ST,"CHANGE OF USE MEDICAL TO CANNABIS RETAIL. ADULT USE.
7/17/2018: ON HOLD, FILE DATE INCONSISTENT WITH SECTION 190",MCHRISTE,Planning
"46,304",2015-013904PRJ,10/16/2015 12:00:00 AM +0000,Open,,44 MONTGOMERY ST 94104,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,44 Montgomery Street,"Proposed change of use of 14,345 square feet from office to higher education/office.",,Planning
"9,538",2018-005998PRJ,04/20/2018 12:00:00 AM +0000,Under Review,,2466 GREAT HWY 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2466 GREAT HWY,"ADD A (N) UNIT ON 1ST FL  OF AN (E) 2 UNIT BUILDING TO COMPLY  W/ ORD# 162-16. (N) DECK AND STAIRS AT 3RD FL, RECONFIGURE STAIRS AT 2ND FL (E) REAR DECK/STAIRS, INFILL LIGHTWELL/STAIR WELL AT NORTH PROPERTY LINE, REMOVE ALL (E) VEHICLE PARKING SPACES, INFILL GARAGE WITH WINDOW WOOD DOOR AND SIDING TO MATCH (E) FINISHED FACADE MATERIAL.",MCHANDLE,Planning
"4,388",2018-011965PIC,08/31/2018 12:00:00 AM +0000,Consultation,,325 FILLMORE ST 94117,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,325 FILLMORE ST,Add'n of unit per density and legalizing UDU on 4th floor.,DWEISSGL,Planning
"10,737",2018-004014PRL,03/22/2018 12:00:00 AM +0000,Open,,"4355 GEARY BLVD, #101 94118",Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"GROUND FLOOR: T.I.  OF  3035 SQ FT OFFICE. SCOPE OF WORK TO INCLUDE THE FOLLOWING: REMOVE EXTG CEILING, NW NON BEARING PARTITIONS, NW FINISHES INCLUDING CASEWORK ADA RESTROOM UPGRADES. MECH, ELEC, & SPRINKLERS SYSTEM DEFERRED UNDER SEPARATE PERMIT.
Please note that in this case the planning approval per the Acting ZA, Corey Teague, email discussion dated October 25 2017, is not for an Office use but rather a new ""Social Service or Philanthropic Facility"" use as defined in Section 102 of the planning code.  Not an approval for new office use per the planning code.
Please note per ZA email and section 312 is not required - approved OTC.
Bike parking may be required - planning will ask for this permit to come back before final approval.
No BBNs or planning code complaints.",,Planning
"3,462",2018-013022PIC,09/24/2018 12:00:00 AM +0000,Open,,2527 BRYANT ST 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2527-2529 Bryant,Legalization,MBOUDREA,Planning
"9,133",2018-006478PRJ,05/01/2018 12:00:00 AM +0000,Under Review,,1945 08TH AVE 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1945 08TH AVE,The proposal includes a variance request as the existing garage is located in the required rear yard. Information for the Variance hearing will be submitted through a separate notice.,NTRAN,Planning
"41,851",2016-001308PRJ,01/28/2016 12:00:00 AM +0000,Under Review,,1901 OAKDALE AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1901 OAKDALE AVE,ADD 'LULA' ELEVATOR FOR DISABLED ACCESS.,EJARDINE,Planning
"45,254",2014-000203PRJ,11/16/2015 12:00:00 AM +0000,Under Review,,"655 04TH ST, SAN FRANCISCO, CA 94103",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,655 04TH ST,"Demolition of existing structures.  New project will provide 2 below grade levels of parking with +/-100 stalls, +/-10,000 sq.ft. of retail at the ground floor and residential units above.  The residential component will include a tower sitting on an 85 foot podium with a unit count of approximately 449 units.  The tower will be 400 feet in height.  The project will include a 15' no-build easement to the east of lot 161.",VBYRD,Planning
"23,178",2017-006256PRJ,05/15/2017 12:00:00 AM +0000,Under Review,,743 LONDON ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,743 LONDON ST,"LEGALIZE DWELLING UNIT AT 1ST FLR PER ORDINANCE NO. 43-14. COMPLY WITH COMPLAINT #200564148, #201757201 & #201758191.",SJIMENEZ,Planning
148,2018-016126PRJ,12/20/2018 12:00:00 AM +0000,Accepted,,60 DEARBORN ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,60 DEARBORN,ADU c4,MBOUDREA,Planning
"16,677",2017-013356PRJ,10/17/2017 12:00:00 AM +0000,Under Review,,3625 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3625 FOLSOM ST,"The legalization of an illegal unit at the ground floor (1 bedroom, 1 full bathroom) in accordance with Ord. 43-14 and in response to NOV# 201791003.",SJIMENEZ,Planning
"45,570",2015-014698PRJ,11/05/2015 12:00:00 AM +0000,Open,,4107 23RD ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4107 23rd Street,Replacement of (E) failing concrete retaining wall with a (N) soldier pile wood lagging retaining wall. The (N) wall will be the same dimensions of the (E) wall.,,Planning
"61,836",2014.1353,09/03/2014 12:00:00 AM +0000,Pending,,"158 LAIDLEY ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,158 LAIDLEY ST,5 Unit Condo Conversion (DPW ECP),,Planning
"58,681",2014-002705PRJ,12/12/2014 12:00:00 AM +0000,Under Review,,1500 MASONIC AVE 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1500 - 1504 MASONIC AVE,LEGALIZATION OF AN EXISTING ROOF DECK OVER AN EXISTING GARAGE STROCTURE IN THE REAR YARD SET BACK. NO OTHER WORK UNDER THIS PA.,NKWIATKO,Planning
"19,946",2017-009668PRJ,07/28/2017 12:00:00 AM +0000,On Hold,,2567 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2567 MISSION ST,ALTERATION OF AN EXISTING OFFICE CAFE AT GROUND FLOOR TO LIMITED SERVICE RESTAURANT AS COFFEE SHOP TO SERVE THE PUBLIC,MCHRISTE,Planning
"20,222",2017-009341PRJ,07/21/2017 12:00:00 AM +0000,Open,,355 MCALLISTER ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Civic Center Plaza,Work at Civic Center Plaza,EGORDON,Planning
"56,566",2015-001730PRJ,02/13/2015 12:00:00 AM +0000,Under Review,,1510 YORK ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1510 York Street,"Replace front stairs, add (N) stairs to (N) extension under (E) deck. Add 2 baths & 1 laundry room. Renovate 1 bathroom. Change of use from 1 family to 2 family and 1 bedroom. To comply with Complaint No. 2013-01-262.",EJARDINE,Planning
"22,337",2017-007097PRJ,06/07/2017 12:00:00 AM +0000,Under Review,,3639 20TH ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3639 20TH ST,"INTERIOR WORK: REMOVE (E)BEDROOM ON 1ST FLR & RELOCATE (E) BEDROOM TO BE (N) MASTER BEDROOM, BATH +LAUNDRY AT BASEMENT LEVEL. RECONFIGURE CLOSETS AT 2ND FLR FOR STRUCTURE SYSTEM UPGRADES.BATHROOM & LIVING ROOM AT ATTIC LEVEL TO ACCOMMODATE NEW ROOF DECK AT REAR. EXTERIOR WORK: REPLACE EXISTING WINDOWS AT FRONT AND SIDE. FRONT WINDOWS TO BE REPLACED IN KIND, TRIM AND FRAMES TO REMAIN. EXISTING FRONT DOORS TO REMAIN WITH NEW CLEAR GLAZING AND NEW HARDWARE. REMOVE WOOD DECK AT REAR YARD. NEW GRADING AND STAIRS AT REAR YARD. NEW WINDOWS AND DOORS AT REAR ELEVATION. PARTIAL REMOVAL OF ROOF AT REAR OF BUILDING FOR NEW ROOF DECK AT ATTIC LEVEL.",RSALGADO,Planning
"22,114",2017-007178PRJ,06/08/2017 12:00:00 AM +0000,Under Review,,1385 PINE ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1385 PINE ST,Add new ADU at ground floor of (e) building per ordinance # 162-16. Infill 3 (e) garage door openings.,DGANETSO,Planning
"1,431",2018-015573PRJ,11/14/2018 12:00:00 AM +0000,Accepted,,935 NORTH POINT ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,935 NORTH POINT ST,"RECTIFYING S.F. PLANNING DEPARTMENT COMPLAINT #2018008154 ENF. ADD ONE HOUR FIRE RATED WALL AT COMMON STAIR. ADD STAIR TO CONNECT 2ND AND 3RD FLOOR UNIT ONE. PERMIT FOR ARCH, STRUCTURAL UNDER SEPERATE PERMIT",CASBAGH,Planning
"64,807",2014.0619,04/23/2014 12:00:00 AM +0000,Under Review,,"1014 DIAMOND ST, SAN FRANCISCO, CA 94114",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1014-1016 DIAMOND ST,Change front facade.,,Planning
